,Unnamed: 0,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,visibility,icon,summary,time,month
12,12,2017-10-01 12:00:00,0.0,36.14,36,0,16.43,304.0,0.96,4.2453,1008.54,7.535962877030163,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.91,clear-day,Clear,12,10
13,13,2017-10-01 13:00:00,0.0,35.63,36,0,15.56,291.0,3.97,4.2453,1006.925,7.456018518518518,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.49,clear-day,Clear,13,10
14,14,2017-10-01 14:00:00,0.0,35.57,36,0,14.5,315.0,4.67,4.2453,1006.925,6.377314814814815,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.75,clear-day,Clear,14,10
15,15,2017-10-01 15:00:00,0.0,38.25,38,0,13.8,275.0,1.72,4.2453,1005.31,4.523148148148148,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.15,clear-day,Clear,15,10
16,16,2017-10-01 16:00:00,0.0,36.59,36,0,16.27,330.0,4.47,4.2453,1004.88,2.6041666666666665,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.51,clear-day,Clear,16,10
17,17,2017-10-01 17:00:00,0.0,35.0,35,0,14.81,330.0,4.47,4.2453,1004.88,1.0069444444444444,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.51,clear-day,Clear,17,10
18,18,2017-10-01 18:00:00,0.0,35.3,35,0,16.14,311.0,0.89,4.2453,1004.45,0.16898148148148148,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.96,clear-day,Clear,18,10
19,19,2017-10-01 19:00:00,0.0,31.83,31,0,17.7,188.78692913385828,2.638889665346689,4.2453,1005.0,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.78,clear-night,Clear,19,10
20,20,2017-10-01 20:00:00,0.0,30.46,30,0,17.1,188.78692913385828,2.638889665346689,4.2453,1005.0,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-night,Clear,20,10
21,21,2017-10-01 21:00:00,0.0,29.18,28,1,19.31,270.0,1.34,4.2453,1005.55,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.7,clear-night,Clear,21,10
22,22,2017-10-01 22:00:00,0.0,27.91,27,1,17.09,188.78692913385828,2.638889665346689,4.2453,1006.06,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-night,Clear,22,10
23,23,2017-10-01 23:00:00,0.0,27.91,27,1,17.09,188.78692913385828,2.638889665346689,4.2453,1006.06,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-night,Clear,23,10
24,24,2017-10-02 00:00:00,0.0,24.88,24,1,19.47,320.0,0.89,4.2453,1006.57,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.67,clear-night,Clear,0,10
25,25,2017-10-02 01:00:00,0.0,26.29,26,1,17.19,188.78692913385828,2.638889665346689,4.2453,1006.5450000000001,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.54,clear-night,Clear,1,10
26,26,2017-10-02 02:00:00,0.0,25.17,25,1,17.2,188.78692913385828,2.638889665346689,4.2453,1006.5450000000001,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.06,fog,Foggy,2,10
27,27,2017-10-02 03:00:00,0.0,23.0,23,1,18.25,188.78692913385828,0.0,4.2453,1006.52,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.56,clear-night,Clear,3,10
28,28,2017-10-02 04:00:00,0.0,25.23,25,1,17.71,188.78692913385828,2.638889665346689,4.2453,1006.665,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.57,fog,Foggy,4,10
29,29,2017-10-02 05:00:00,0.0,24.13,24,1,17.84,188.78692913385828,2.638889665346689,4.2453,1006.665,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.57,fog,Foggy,5,10
30,30,2017-10-02 06:00:00,0.0,21.69,21,1,17.97,188.78692913385828,2.638889665346689,4.2453,1006.81,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.51,clear-night,Clear,6,10
31,31,2017-10-02 07:00:00,0.0,23.02,23,1,17.68,188.78692913385828,2.638889665346689,4.2453,1007.115,0.1925754060324826,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.57,fog,Foggy,7,10
32,32,2017-10-02 08:00:00,0.0,25.46,25,1,19.58,270.0,1.34,4.2453,1007.115,1.023201856148492,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.82,fog,Foggy,8,10
33,33,2017-10-02 09:00:00,0.0,27.82,28,0,15.38,254.0,0.93,4.2453,1007.42,2.7587006960556844,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.77,clear-day,Clear,9,10
34,34,2017-10-02 10:00:00,0.0,30.59,30,0,17.43,260.0,2.9,4.2453,1007.3199999999999,4.730858468677495,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.54,clear-day,Clear,10,10
35,35,2017-10-02 11:00:00,0.0,33.44,33,0,17.38,290.0,3.59,4.2453,1007.3199999999999,6.529002320185615,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-day,Clear,11,10
36,36,2017-10-02 12:00:00,0.0,34.89,35,0,14.58,301.0,1.7,4.2453,1007.22,7.535962877030163,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.06,clear-day,Clear,12,10
37,37,2017-10-02 13:00:00,0.0,35.57,36,0,14.48,306.0,4.54,4.2453,1006.1,7.456018518518518,274.45970738773497,0.00020161290322580648,0.01839980685659115,5.57,clear-day,Clear,13,10
38,38,2017-10-02 14:00:00,0.0,36.11,36,0,14.67,315.0,4.44,4.2453,1006.1,6.377314814814815,274.45970738773497,0.00020161290322580648,0.01839980685659115,5.57,clear-day,Clear,14,10
39,39,2017-10-02 15:00:00,0.0,37.44,37,0,15.32,314.0,1.5,4.2453,1004.98,4.523148148148148,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.28,clear-day,Clear,15,10
40,40,2017-10-02 16:00:00,0.0,35.73,36,0,15.78,302.0,3.99,4.2453,1004.5,2.6041666666666665,274.45970738773497,0.00020161290322580648,0.01839980685659115,5.57,clear-day,Clear,16,10
41,41,2017-10-02 17:00:00,0.0,35.03,35,0,15.29,323.0,3.77,4.2453,1004.5,1.0069444444444444,274.45970738773497,0.00020161290322580648,0.01839980685659115,5.57,clear-day,Clear,17,10
42,42,2017-10-02 18:00:00,0.0,35.14,35,0,16.2,309.0,1.01,4.2453,1004.02,0.16898148148148148,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.23,clear-day,Clear,18,10
43,43,2017-10-02 19:00:00,0.0,31.81,32,0,16.36,320.0,2.68,4.2453,1004.775,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.52,clear-night,Clear,19,10
44,44,2017-10-02 20:00:00,0.0,32.22,32,0,14.79,310.0,2.68,4.2453,1004.775,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.99,clear-night,Clear,20,10
45,45,2017-10-02 21:00:00,0.0,29.54,28,1,18.94,292.0,0.62,4.2453,1005.53,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-night,Clear,21,10
46,46,2017-10-02 22:00:00,0.0,27.91,27,1,17.09,280.0,1.34,4.2453,1006.0,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.54,clear-night,Clear,22,10
47,47,2017-10-02 23:00:00,0.0,27.91,27,1,17.09,188.78692913385828,2.638889665346689,4.2453,1006.0,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.57,fog,Foggy,23,10
48,48,2017-10-03 00:00:00,0.0,26.53,26,1,18.57,320.0,0.66,4.2453,1006.47,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.86,clear-night,Clear,0,10
49,49,2017-10-03 01:00:00,0.0,25.23,25,1,17.71,188.78692913385828,2.638889665346689,4.2453,1006.575,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.57,fog,Foggy,1,10
50,50,2017-10-03 02:00:00,0.0,24.13,24,1,17.84,188.78692913385828,2.638889665346689,4.2453,1006.575,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.57,fog,Foggy,2,10
51,51,2017-10-03 03:00:00,0.0,24.23,24,1,18.13,320.0,0.45,4.2453,1006.68,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.72,clear-night,Clear,3,10
52,52,2017-10-03 04:00:00,0.0,23.17,23,1,18.94,188.78692913385828,2.638889665346689,4.2453,1007.04,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.57,fog,Foggy,4,10
53,53,2017-10-03 05:00:00,0.0,22.62,22,1,18.8,188.78692913385828,2.638889665346689,4.2453,1007.04,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.57,fog,Foggy,5,10
54,54,2017-10-03 06:00:00,0.0,22.09,22,1,18.04,320.0,0.51,4.2453,1007.4,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.72,clear-night,Clear,6,10
55,55,2017-10-03 07:00:00,0.0,22.62,22,1,18.8,260.0,1.34,4.2453,1008.3199999999999,0.1925754060324826,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.25,fog,Foggy,7,10
56,56,2017-10-03 08:00:00,0.0,25.17,25,1,17.2,250.0,1.34,4.2453,1008.3199999999999,1.023201856148492,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.57,fog,Foggy,8,10
57,57,2017-10-03 09:00:00,0.0,27.88,27,1,17.66,275.0,0.48,4.2453,1009.24,2.7587006960556844,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.73,clear-day,Clear,9,10
58,58,2017-10-03 10:00:00,0.0,30.97,30,0,18.25,300.0,1.97,4.2453,1008.9200000000001,4.730858468677495,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.52,clear-day,Clear,10,10
59,59,2017-10-03 11:00:00,0.0,34.04,32,0,19.44,275.0,2.67,4.2453,1008.9200000000001,6.529002320185615,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.25,clear-day,Clear,11,10
60,60,2017-10-03 12:00:00,0.0,37.19,35,0,18.69,294.0,1.06,4.2453,1008.6,7.535962877030163,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.96,clear-day,Clear,12,10
61,61,2017-10-03 13:00:00,0.0,35.23,34,0,18.36,339.0,3.75,4.2453,1007.385,7.456018518518518,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.49,clear-day,Clear,13,10
62,62,2017-10-03 14:00:00,0.0,36.92,35,0,18.95,320.0,3.96,4.2453,1007.385,6.377314814814815,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.49,clear-day,Clear,14,10
63,63,2017-10-03 15:00:00,0.0,38.34,37,0,16.78,318.0,1.63,4.2453,1006.17,4.523148148148148,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.96,clear-day,Clear,15,10
64,64,2017-10-03 16:00:00,0.0,37.41,36,0,17.7,340.0,3.83,4.2453,1005.9449999999999,2.6041666666666665,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.49,clear-day,Clear,16,10
65,65,2017-10-03 17:00:00,0.0,37.48,36,0,18.78,340.0,3.61,4.2453,1005.9449999999999,1.0069444444444444,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-day,Clear,17,10
66,66,2017-10-03 18:00:00,0.0,35.97,35,0,17.98,324.0,1.05,4.2453,1005.72,0.16898148148148148,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-day,Clear,18,10
67,67,2017-10-03 19:00:00,0.0,33.01,32,0,18.75,328.0,2.03,4.2453,1006.5,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-night,Clear,19,10
68,68,2017-10-03 20:00:00,0.0,31.89,30,1,19.96,300.0,2.24,4.2453,1006.5,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-night,Clear,20,10
69,69,2017-10-03 21:00:00,0.0,30.31,28,1,20.88,319.0,1.55,4.2453,1007.28,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.7,clear-night,Clear,21,10
70,70,2017-10-03 22:00:00,0.0,29.89,28,1,21.08,188.78692913385828,0.0,4.2453,1007.7149999999999,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-night,Clear,22,10
71,71,2017-10-03 23:00:00,0.0,29.14,27,1,21.03,188.78692913385828,2.638889665346689,4.2453,1007.7149999999999,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-night,Clear,23,10
72,72,2017-10-04 00:00:00,0.0,25.78,25,1,19.72,320.0,0.89,4.2453,1008.15,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.7,clear-night,Clear,0,10
73,73,2017-10-04 01:00:00,0.0,27.62,26,1,21.11,188.78692913385828,2.638889665346689,4.2453,1008.28,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-night,Clear,1,10
74,74,2017-10-04 02:00:00,0.0,24.53,24,1,21.02,188.78692913385828,2.638889665346689,4.2453,1008.28,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.06,fog,Foggy,2,10
75,75,2017-10-04 03:00:00,0.0,24.09,24,1,20.11,188.78692913385828,0.0,4.2453,1008.41,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.62,clear-night,Clear,3,10
76,76,2017-10-04 04:00:00,0.0,24.53,24,1,21.02,188.78692913385828,2.638889665346689,4.2453,1008.71,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.06,fog,Foggy,4,10
77,77,2017-10-04 05:00:00,0.0,24.53,24,1,21.02,188.78692913385828,2.638889665346689,4.2453,1008.71,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.57,fog,Foggy,5,10
78,78,2017-10-04 06:00:00,0.0,22.85,22,1,18.69,188.78692913385828,2.638889665346689,4.2453,1009.01,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.51,clear-night,Clear,6,10
79,79,2017-10-04 07:00:00,0.0,24.39,24,1,20.02,188.78692913385828,2.638889665346689,4.2453,1009.9300000000001,0.1925754060324826,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.57,fog,Foggy,7,10
80,80,2017-10-04 08:00:00,0.0,24.96,24,1,20.03,188.78692913385828,2.638889665346689,4.2453,1009.9300000000001,1.023201856148492,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.25,fog,Foggy,8,10
81,81,2017-10-04 09:00:00,0.0,26.64,26,1,19.54,263.0,0.53,4.2453,1010.85,2.7587006960556844,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.65,clear-day,Clear,9,10
82,82,2017-10-04 10:00:00,0.0,32.55,31,1,19.99,295.0,1.06,4.2453,1010.21,4.730858468677495,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.54,clear-day,Clear,10,10
83,83,2017-10-04 11:00:00,0.0,34.43,32,0,19.55,314.0,2.45,4.2453,1010.21,6.529002320185615,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.78,clear-day,Clear,11,10
84,84,2017-10-04 12:00:00,0.09,36.51,35,0,18.72,313.0,1.59,4.2453,1009.57,7.535962877030163,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.89,clear-day,Clear,12,10
85,85,2017-10-04 13:00:00,0.0,38.2,35,0,20.54,317.0,3.38,4.2453,1008.45,7.456018518518518,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-day,Clear,13,10
86,86,2017-10-04 14:00:00,0.0,37.48,36,0,18.78,330.0,3.96,4.2453,1008.45,6.377314814814815,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-day,Clear,14,10
87,87,2017-10-04 15:00:00,0.09,38.32,37,0,17.19,325.0,1.52,4.2453,1007.33,4.523148148148148,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.88,clear-day,Clear,15,10
88,88,2017-10-04 16:00:00,0.0,36.58,36,0,16.25,332.0,3.69,4.2453,1007.31,2.6041666666666665,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-day,Clear,16,10
89,89,2017-10-04 17:00:00,0.0,35.0,35,0,15.03,343.0,3.37,4.2453,1007.31,1.0069444444444444,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-day,Clear,17,10
90,90,2017-10-04 18:00:00,0.0,35.23,34,0,18.07,330.0,1.2,4.2453,1007.29,0.16898148148148148,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.88,clear-day,Clear,18,10
91,91,2017-10-04 19:00:00,0.0,32.98,32,0,17.66,310.0,2.68,4.2453,1007.9549999999999,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.54,clear-night,Clear,19,10
92,92,2017-10-04 20:00:00,0.0,32.41,31,0,18.78,300.0,2.24,4.2453,1007.9549999999999,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.54,clear-night,Clear,20,10
93,93,2017-10-04 21:00:00,0.0,30.41,28,1,20.64,317.0,1.29,4.2453,1008.62,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.67,clear-night,Clear,21,10
94,94,2017-10-04 22:00:00,0.0,31.89,30,1,19.96,350.0,2.24,4.2453,1009.0,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.54,clear-night,Clear,22,10
95,95,2017-10-04 23:00:00,0.0,30.7,29,1,20.06,340.0,1.34,4.2453,1009.0,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.54,clear-night,Clear,23,10
96,96,2017-10-05 00:00:00,0.0,27.84,26,1,20.25,311.0,0.71,4.2453,1009.38,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.67,clear-night,Clear,0,10
97,97,2017-10-05 01:00:00,0.0,29.89,28,1,21.08,188.78692913385828,2.638889665346689,4.2453,1009.475,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.54,clear-night,Clear,1,10
98,98,2017-10-05 02:00:00,0.0,29.44,28,1,20.08,30.0,1.34,4.2453,1009.475,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.54,clear-night,Clear,2,10
99,99,2017-10-05 03:00:00,0.0,25.21,25,1,19.94,40.0,1.34,4.2453,1009.57,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.67,clear-night,Clear,3,10
100,100,2017-10-05 04:00:00,0.0,26.58,26,1,19.97,80.0,1.34,4.2453,1009.565,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.54,clear-night,Clear,4,10
101,101,2017-10-05 05:00:00,0.0,26.58,26,1,19.97,188.78692913385828,2.638889665346689,4.2453,1009.565,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.54,clear-night,Clear,5,10
102,102,2017-10-05 06:00:00,0.0,23.23,23,1,19.97,54.0,0.55,4.2453,1009.56,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.67,clear-night,Clear,6,10
103,103,2017-10-05 07:00:00,0.0,25.49,25,1,20.03,188.78692913385828,2.638889665346689,4.2453,1009.68,0.1925754060324826,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.06,fog,Foggy,7,10
104,104,2017-10-05 08:00:00,0.0,25.72,25,1,21.69,250.0,2.24,4.2453,1009.68,1.023201856148492,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.27,fog,Foggy,8,10
105,105,2017-10-05 09:00:00,0.0,28.36,27,1,19.77,305.0,0.4,4.2453,1009.8,2.7587006960556844,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.78,clear-day,Clear,9,10
106,106,2017-10-05 10:00:00,0.0,33.97,31,1,21.11,313.0,1.57,4.2453,1009.785,4.730858468677495,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.07,fog,Foggy,10,10
107,107,2017-10-05 11:00:00,0.0,36.24,33,1,21.42,330.0,2.64,4.2453,1009.785,6.529002320185615,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.3,clear-day,Clear,11,10
108,108,2017-10-05 12:00:00,0.0,36.1,35,0,18.5,349.0,1.24,4.2453,1009.77,7.535962877030163,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.8,clear-day,Clear,12,10
109,109,2017-10-05 13:00:00,0.0,36.64,36,0,17.48,356.0,3.29,4.2453,1008.5799999999999,7.456018518518518,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.04,clear-day,Clear,13,10
110,110,2017-10-05 14:00:00,0.0,37.27,37,0,15.06,40.0,3.58,4.2453,1008.5799999999999,6.377314814814815,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-day,Clear,14,10
111,111,2017-10-05 15:00:00,0.0,36.98,37,0,15.1,354.0,1.31,4.2453,1007.39,4.523148148148148,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.83,clear-day,Clear,15,10
112,112,2017-10-05 16:00:00,0.0,37.22,37,0,13.87,340.0,4.47,4.2453,1007.11,2.6041666666666665,274.45970738773497,0.00020161290322580648,0.01839980685659115,4.02,clear-day,Clear,16,10
113,113,2017-10-05 17:00:00,0.0,35.85,35,0,17.21,332.0,3.32,4.2453,1007.11,1.0069444444444444,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.78,clear-day,Clear,17,10
114,114,2017-10-05 18:00:00,0.0,34.95,34,0,17.69,12.0,0.84,4.2453,1006.83,0.16898148148148148,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.86,clear-day,Clear,18,10
115,115,2017-10-05 19:00:00,0.0,32.79,32,0,17.28,330.0,3.13,4.2453,1007.6800000000001,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.06,fog,Foggy,19,10
116,116,2017-10-05 20:00:00,0.0,31.86,31,0,17.76,320.0,3.13,4.2453,1007.6800000000001,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.06,fog,Foggy,20,10
117,117,2017-10-05 21:00:00,0.0,29.73,28,1,19.32,335.0,2.31,4.2453,1008.53,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.62,clear-night,Clear,21,10
118,118,2017-10-05 22:00:00,0.0,30.74,30,0,17.77,330.0,2.68,4.2453,1009.045,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.06,fog,Foggy,22,10
119,119,2017-10-05 23:00:00,0.0,30.74,30,0,17.77,340.0,2.68,4.2453,1009.045,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.06,fog,Foggy,23,10
120,120,2017-10-06 00:00:00,0.0,26.13,26,1,19.23,333.0,1.52,4.2453,1009.56,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.59,clear-night,Clear,0,10
121,121,2017-10-06 01:00:00,0.0,28.64,28,1,17.89,188.78692913385828,0.0,4.2453,1009.615,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.06,fog,Foggy,1,10
122,122,2017-10-06 02:00:00,0.0,28.64,28,1,17.89,188.78692913385828,2.638889665346689,4.2453,1009.615,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.06,fog,Foggy,2,10
123,123,2017-10-06 03:00:00,0.0,24.38,24,1,19.33,320.0,0.46,4.2453,1009.67,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,1.35,fog,Foggy,3,10
124,124,2017-10-06 04:00:00,0.0,28.06,27,1,17.67,188.78692913385828,2.638889665346689,4.2453,1009.755,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.06,fog,Foggy,4,10
125,125,2017-10-06 05:00:00,0.0,26.34,26,1,17.73,188.78692913385828,2.638889665346689,4.2453,1009.755,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.06,fog,Foggy,5,10
126,126,2017-10-06 06:00:00,0.0,23.12,23,1,18.85,188.78692913385828,0.0,4.2453,1009.84,0.0,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.62,clear-night,Clear,6,10
127,127,2017-10-06 07:00:00,0.0,28.37,27,1,18.77,188.78692913385828,2.638889665346689,4.2453,1010.325,0.1925754060324826,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.57,fog,Foggy,7,10
128,128,2017-10-06 08:00:00,0.0,26.32,26,1,19.69,188.78692913385828,0.0,4.2453,1010.325,1.023201856148492,274.45970738773497,0.00020161290322580648,0.01839980685659115,2.64,fog,Foggy,8,10
129,129,2017-10-06 09:00:00,0.0,28.63,27,1,19.03,188.78692913385828,2.638889665346689,4.2453,1010.81,2.7587006960556844,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.73,clear-day,Clear,9,10
130,130,2017-10-06 10:00:00,0.0,33.37,32,0,18.83,259.0,0.85,4.2453,1010.41,4.730858468677495,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.78,clear-day,Clear,10,10
131,131,2017-10-06 11:00:00,0.0,34.54,34,0,17.11,352.0,2.32,4.2453,1010.41,6.529002320185615,274.45970738773497,0.00020161290322580648,0.01839980685659115,3.78,clear-day,Clear,11,10
